NO,img,description,genre
18,5.24.09 - Phetus.jpg,"This image showcases a vibrant and colorful piece of graffiti or street art covering a wall. The artwork is densely populated with a variety of cartoonish characters that seem to be bursting with personality. These characters offer a range of expressions; some appear happy and smiling, while others sport mischievous grins or even slightly menacing looks.  The figures are painted in bright, contrasting colors?봧ncluding green, red, blue, purple, yellow, and more?봳hat give the image a lively and energetic feel. Many of the characters have exaggerated features like large eyes, oversized teeth, or wild expressions, which adds to the playful and whimsical nature of the art.  The background is striped in white and various other shades, providing a stark canvas that makes the colors of the characters pop even more. The overall effect is one of controlled chaos?봞 joyful and imaginative explosion of color and forms that can evoke a sense of fun and creativity.  As a viewer, you might feel a sense of amusement or delight at the scene. The artwork might also evoke feelings of nostalgia, as the style of some characters may remind you of animated cartoons or video game figures from childhood. The wall conveys a sense of freedom and spontaneity commonly associated with street art.",street art
19,5.25.08 - Owen Dippie.jpg,"This image shows a vibrant and expressive urban scene likely taken in an area known for street art. The central focus is a large, highly detailed black and white mural painted on a brick wall. This mural features a close-up portrait of a person's face, capturing a moment of expression with the eyes gazing off to the side.  The person's lips are slightly parted, and the artwork's attention to detail conveys texture and contouring, giving a sense of three-dimensionality. The size and scale of the face relative to the surrounding objects are striking, as it towers over the other elements in the scene.  To the left of the mural, there is a door that is also tagged with colorful graffiti, which adds to the eclectic nature of the environment. In front of the mural, there's an array of items that suggest this is a space where people gather or work: plastic chairs, a table with various objects, a shopping bag, a tripod or a walking stick, and a small can. These items, combined with the mural and tags, suggest a casual, creative setting.  A person is seated to the left, looking away from the camera, adding a candid element to the photograph. Above the mural to the right, we can see the underside of a staircase, also adorned with colorful, busy graffiti, leading the eye away from the central face and giving a sense of the surrounding area's artfulness.  The image conveys a feeling of urban creativity and might evoke feelings of curiosity and appreciation for street art and the stories behind the art and the area. It could also evoke a sense of liveliness and edginess often associated with urban art communities.",street art
20,6.06.11 - Owen Dippie.jpg,"This image shows an example of urban street art. It is a wall, likely part of an alley or building exterior, which has been covered with graffiti and spray-painted art. In the center, there is a large, realistic black and white portrait of a person's face. The person depicted has their eyes closed and a serious, perhaps contemplative expression. The artwork captures details like the texture of the skin and hair, and subtle shadows on the face, creating a lifelike appearance.  Surrounding the portrait on the wall, there is text in a variety of styles and colors. The text seems to be written in a poetic or lyrical format, potentially from song lyrics or poetry, with themes that might touch on social issues, personal identity, and the urban experience.  The colors being mainly monochromatic for the portrait, with the exception of other vibrant colors in the peripheral graffiti, add a contrast that draws the viewer's focus to the face. This face, being detailed and human, imparts a sense of calm amid the chaos of colors and words around it. It feels as though the person's closed eyes are a reprieve from the surrounding urban intensity, offering a moment of peaceful reflection in an otherwise visually busy setting.  The overall effect can evoke different feelings depending on the viewer. Some might find it thought-provoking or poignant, given the contrast between the serene expression of the face and the dynamic, possibly confrontational words around it. Others might feel a sense of admiration for the skill involved in creating such a detailed piece of street art. The artwork also serves to immortalize the culture and sentiments of the environment it exists within, potentially resonating with themes of community, resistance, or personal expression.",street art
21,6.11.13 - Vor138.jpg,"This image features a vibrant and colorful piece of graffiti art on what appears to be an outer wall of an urban building. The foreground of the image shows a sidewalk littered with paint marks, suggesting this area is frequented by artists practicing their craft.  The graffiti itself is an elaborate interlocking set of letters or symbols painted in bright pinks, reds, purples, and white, with aqua blue accents. Each 'letter' appears to have its own style and pattern, with some including polka dots and others showcasing solid or gradient colors. The letters have a three-dimensional look, making them appear to pop off the wall, which is accentuated by shadowing and highlights. These letters are on a background of dynamic greens, blues, and yellows, with splashes and drips that add movement to the scene.  Around the bright piece, you can notice parts of the building's facade, which are quite muted in comparison. This includes weathered, yellowing window frames with dirty glass panes above the art, making for a stark contrast between the energy of the graffiti and the disrepair of the urban environment.  This juxtaposition might evoke a feeling of gritty realism mixed with creative inspiration. The graffiti can give the impression of life and vibrancy existing amongst decay, perhaps a message of resilience or artistic rebellion. The colors and shapes might invoke feelings of excitement, curiosity about the artist's intent, or even an appreciation for urban art as a means of expressing identity and culture in the midst of a city's hard edges.",street art
22,6.13.11 - Never.jpg,"This image displays a vibrant and detailed mural painted on an urban building wall. The focal point of the artwork is a large, imposing owl that appears to be standing guard or surveying its surroundings. The owl is adorned with a dark, military-style hat decorated with gold details and insignia that conveys a sense of authority. Its eyes are intense and almost human-like, with deep golden-brown irises and sharply outlined with black, adding to the owl's commanding presence.  A pair of golden wings, stylized to resemble a military aircraft's wings, flank the owl's sides, probably symbolizing flight or freedom. Echoes of the wing motif are seen behind the owl, giving the image layers of depth. The background is painted in shades of purple and features ghostly silhouettes and forms, creating a sense of motion or perhaps alluding to the mystical or nocturnal aspects often associated with owls.  Beneath the owl, the words ""NEVER SATISFIED"" are stamped in bold, capital letters. The phrase suggests a relentless pursuit of goals or a constant state of striving for more, which resonates with the stern expression of the owl.  The mural is painted over multiple surfaces, including what seems to be a doorway and a rolling shutter, demonstrating how street art can integrate and play with its urban canvas.  Overall, the image exudes a powerful sense of determination and vigilance. It makes me feel that there's a story behind it?봞 declaration of pushing boundaries or a reminder to remain focused. The art is a combination of realistic and fantastical elements, inviting viewers to interpret its significance and message through their own lens.",street art
23,6.15.13 - Fumero.jpg,"This image captures a vibrant and colorful scene of urban street art in progress. The wall is adorned with various graffiti and large murals. On the left side, there's an almost complete figure of a person painted in dynamic lines and bright, contrasting colors such as blues, yellows, purples, and oranges. The person's mouth is open as if they were in the middle of an exclamation or conversation, with the word ""FUMERO"" tagged beside them, possibly indicating the artist's signature.  In the center-right portion of the wall, there's a striking and intensely colored face of a figure with long, wavy hair and a penetrating gaze that seems to look directly at you. The use of bold lines and bright shades of yellow, green, blue, and red gives this part of the mural a sense of depth and liveliness. The hands are drawn with exaggerated fingers and gesturing in a way that draws attention to the face.  A person, likely the artist, stands in front of the wall, actively engaged in creating the mural. They are wearing a blue t-shirt, green cargo shorts, and black shoes. The artist's posture suggests focus and precision as they work on a section of the mural. Notably, the artist's spray paint can and cap are visible, indicating the tools of their trade.  The background hints at an urban environment with an old window featuring weathered grates above the wall. Surrounding the wall on the ground are miscellaneous splatters and overspray of paint, evidence of the ongoing creative process.  The scene conveys a sense of energy and creativity. There's a raw, expressive quality to the artwork that can evoke a mix of emotions, ranging from curiosity to admiration for the skill and vibrant expression. It's a snapshot of street art in action, highlighting the transformative power art can have on public spaces, turning a plain wall into a canvas for personal expression and community engagement.",street art
24,6.19.13 - Zeso.jpg,"The image presents a striking juxtaposition of urban street art and modern architecture. In the foreground, there's a lively and colorful graffiti mural on what appears to be a wall or a building. The graffiti is intricate, with a blend of shapes and letters that might represent a word or a tag, though it's stylized in such a way that makes it difficult to decipher. The colors primarily feature shades of orange, blue, and white, with some yellow spots that mimic dripping paint or ooze, giving the artwork a dynamic and textured appearance.  In the background, behind the graffiti wall, stands a tall skyscraper reaching into a clear blue sky. The building is clad in glass, with a grid-like pattern of windows reflecting the light. The top of the building has a distinctive red structure, possibly part of the building's design or mechanical equipment.  The contrast between the foreground and the background is stark: the graffiti represents a raw, expressive, and perhaps rebellious urban aesthetic, while the skyscraper symbolizes order, commercialism, and the polished side of city life. This duality can evoke a sense of the complex layers within urban environments, where art and commerce, the individual and the collective, and the old and the new coexist in a dynamic tension.  The image might stir feelings of curiosity about the story behind the graffiti, appreciation for the skill involved in creating such a vibrant piece of street art, and contemplation of the diverse expressions of urban life. It could also generate a sense of admiration for the ways in which different elements of a city can complement each other, creating an intriguing visual narrative.",street art
25,6.23.13 - The Yok and Sheryo.jpg,"This image depicts a large, vivid mural painted on an urban wall that has several windows and is surrounded by other graffiti. The mural is divided into two halves, each containing a caricatured face in a circular frame.  On the left, there's a fantastical depiction of a male figure with a whimsical and somewhat surreal design. His face is adorned with what appears to be ceremonial or decorative red face paint, and he has an elaborate mustache and beard combination. His eyes are stylized with multiple pupils, giving an otherworldly look. He is smoking a pipe, and smoke wafts up to form a sort of cloudy, swirling backdrop within the circular frame. The character exudes a mystical aura and seems deeply immersed in his own world, perhaps lost in thought or in the act of some sort of ritual. The artist has signed with ""#CHARACTER"" and ""FUEG"".  To the right, the companion piece is a female figure with similarly styled red accents on her face and a more traditional, possibly East Asian-inspired appearance. She has an elaborate hairstyle adorned with embellishments and her demeanor is calm yet alluring. Her expression is serene, she has a stylized skull in her mouth, which could be jarring but appears to be integrated as a natural aspect of the artistic style. The tag ""#MORNING BREATH"" is inscribed beneath her frame.  Both pieces have a background of star-like or snowflake-like motifs scattered around them, and there's a consistent color palette of black, white, and red. There are also various text elements incorporated into the design: ""DREAMS"", ""AYEMS"", ""5"" with ""PIZ"" in a marking above it, and ""THE YOK"".  The presence of these characters on what might otherwise be a nondescript urban wall creates a sense of whimsy and wonder. The art feels playful, intriguing, and a bit mysterious, perhaps intended to provoke curiosity and contemplation in passersby. It's an invitation to pause in a bustling city environment and engage with creativity that disrupts the ordinary.",street art
26,7.12.13 - Mr Blob.jpg,"This is a vibrant and highly stylized piece of street art depicted on a wall. The image features an exaggerated, cartoon-style character that gives off an impression both playful and slightly unsettling due to its exaggerated facial features. The character is humanoid but with a whimsical twist: it has a large, round, red-nosed face donning an ear-to-ear grin, revealing a set of oversized, shiny white teeth. Its eyes are wide and gleeful.  Atop the character?셲 head is a vintage police officer-style hat, adding to the caricature element of the depiction. The character is in dynamic motion, appearing to be running and spraying something out of a handheld device, which resembles a graffiti spray paint can. The spray from the can morphs into grayscale imagery of similarly styled faces.  The character's body is designed like a slot machine, with three windows displaying icons, and the word ""Jackpot"" written above them. The attire reminds of a classic entertainer with a bowtie and cummerbund. It is painted against a background that transitions from golden to black, implying that the painting is breaking out of the confines of a framed space.  There's a graffiti tag beneath the artwork, possibly indicating the artist's signature or the title of the piece. It gives off a whimsical yet slightly rebellious vibe, suggesting themes of luck, chance, and perhaps the artistry of graffiti itself.  The artwork is evocative and might stir a variety of emotions depending on the viewer, but common feelings might include amusement from the playful nature of the character, curiosity about the intended message or story behind the image, or admiration for the artistic skill and creativity involved in creating such a vivid piece on an urban canvas.",street art
27,7.13.13 - Cortes.jpg,"The image portrays a vibrant and colorful urban graffiti artwork sprawled across a building's exterior. This depiction is full of dynamic shapes, bright colors, and intense facial expressions.  Starting from the left, we see a fierce green face, reminiscent of the Hulk, with exaggerated, angry features over a swathe of electric blues and greens. The wide-open mouth and gritted teeth convey a strong sense of rage or aggression.  Directly to its right, another face emerges, this one is more skeletal and painted with purples and blues. It has wide, bulging eyes that enhance the sense of something fantastical or otherworldly, and it contrasts starkly with the green face.  Amidst the two faces, there is a column of abstract designs with vivid yellows, blues, red, and purples, featuring undetermined symbols and what appears to be stylized letters or tags.  To the right, occupying a large portion of the image, is another intensely depicted face. This one exhibits shades of purple, pink, and fleshtones, showing grimacing features and an expressive, open mouth similar to the green visage. The details seem to suggest energy, ferocity, or some kind of explosive emotion.  Below and to the right of the large purple face, a small section depicts a skeletal figure, possibly a skull, with a dark eye socket, contributing to a sense of the macabre within the composition.  Surrounding this central imagery are various graffiti tags and elements in bright, bold colors that frame the larger images with a sense of chaos and creative energy. There is also a glimpse of the urban environment around it: yellow-painted walls, a metal staircase leading upwards, and a window with an air conditioning unit beside it, all pointing to the work's placement in a bustling city landscape.  The overall feeling aroused by the artwork could vary widely depending on the viewer. Some might find the intensity and raw expressions exhilarating and a testament to urban artistry, while others might feel overwhelmed or even intimidated by the confrontational designs and vivid colors. The art seems to pulse with life and emotion, a stark declaration of presence and creative spirit.",street art
